genericId,watsonChatId,responseType,responseText
null,ce98e8ad-b9a3-4117-9ebe-d640aad77da6,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,ce98e8ad-b9a3-4117-9ebe-d640aad77da6,pause,1000
null,ce98e8ad-b9a3-4117-9ebe-d640aad77da6,text,I'm here to assist you with your Maximo related questions
null,ce98e8ad-b9a3-4117-9ebe-d640aad77da6,pause,1000
null,ce98e8ad-b9a3-4117-9ebe-d640aad77da6,text,Please select an option or type your question below
null,ce98e8ad-b9a3-4117-9ebe-d640aad77da6,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,48d428cc-ebce-4d32-8789-1d65be4d987a,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,48d428cc-ebce-4d32-8789-1d65be4d987a,pause,1000
null,48d428cc-ebce-4d32-8789-1d65be4d987a,text,I'm here to assist you with your Maximo related questions
null,48d428cc-ebce-4d32-8789-1d65be4d987a,pause,1000
null,48d428cc-ebce-4d32-8789-1d65be4d987a,text,Please select an option or type your question below
null,48d428cc-ebce-4d32-8789-1d65be4d987a,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,33f30f73-9814-4a93-9bdf-f72c71b7826a,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,33f30f73-9814-4a93-9bdf-f72c71b7826a,pause,1000
null,33f30f73-9814-4a93-9bdf-f72c71b7826a,text,I'm here to assist you with your Maximo related questions
null,33f30f73-9814-4a93-9bdf-f72c71b7826a,pause,1000
null,33f30f73-9814-4a93-9bdf-f72c71b7826a,text,Please select an option or type your question below
null,33f30f73-9814-4a93-9bdf-f72c71b7826a,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,87ad4632-2882-4d62-b656-dfe86b3ba181,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,87ad4632-2882-4d62-b656-dfe86b3ba181,pause,1000
null,87ad4632-2882-4d62-b656-dfe86b3ba181,text,I'm here to assist you with your Maximo related questions
null,87ad4632-2882-4d62-b656-dfe86b3ba181,pause,1000
null,87ad4632-2882-4d62-b656-dfe86b3ba181,text,Please select an option or type your question below
null,87ad4632-2882-4d62-b656-dfe86b3ba181,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,87ad4632-2882-4d62-b656-dfe86b3ba181,search,"How to Create and Run a Quick Ad Hoc Report.pdf" "How to_ Export an AD HOC to Eclipse BIRT Designer.pdf" "Deleting Ad Hoc Reports .pdf" 
